"LOCATION","Country","MEASURE","Measure","AGE","Age group","DEFINITION","Definition","METHODO","Methodology","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ITA","Italy","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","EUR","Euro","0","Units",,,17821,,
"ITA","Italy","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","EUR","Euro","0","Units",,,17529,,
"ITA","Italy","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","EUR","Euro","0","Units",,,17649,,
"ITA","Italy","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","EUR","Euro","0","Units",,,17591,,
"ITA","Italy","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,18256,,
"ITA","Italy","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,18403,,
"ITA","Italy","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,18741,,
"ITA","Italy","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","EUR","Euro","0","Units",,,19252,,
"ITA","Italy","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1984","1984","EUR","Euro","0","Units",,,5856,,
"ITA","Italy","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1991","1991","EUR","Euro","0","Units",,,10154,,
"ITA","Italy","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1995","1995","EUR","Euro","0","Units",,,11389,,
"ITA","Italy","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2000","2000","EUR","Euro","0","Units",,,13719,,
"ITA","Italy","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","EUR","Euro","0","Units",,,15491,,
"ITA","Italy","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","EUR","Euro","0","Units",,,17355,,
"ITA","Italy","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","EUR","Euro","0","Units",,,17658,,
"ITA","Italy","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","EUR","Euro","0","Units",,,17691,,
"ITA","Italy","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","EUR","Euro","0","Units",,,17621,,
"ITA","Italy","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","EUR","Euro","0","Units",,,17310,,
"ITA","Italy","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2013","2013","EUR","Euro","0","Units",,,17370,,
"JPN","Japan","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1985","1985","JPY","Yen","0","Units",,,2149062,,
"JPN","Japan","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1995","1995","JPY","Yen","0","Units",,,2892415,,
"JPN","Japan","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2000","2000","JPY","Yen","0","Units",,,2767502,,
"JPN","Japan","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2003","2003","JPY","Yen","0","Units",,,2630714,,
"JPN","Japan","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","JPY","Yen","0","Units",,,2597005,,
"JPN","Japan","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","JPY","Yen","0","Units",,,2495629,,
"JPN","Japan","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","JPY","Yen","0","Units",,,2442000,,
"JPN","Japan","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2015","2015","JPY","Yen","0","Units",,,2443000,,
"JPN","Japan","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2018","2018","JPY","Yen","0","Units",,,2530000,,
"KOR","Korea","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","KRW","Won","0","Units",,,15988008,,
"KOR","Korea","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","KRW","Won","0","Units",,,16702998,,
"KOR","Korea","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","KRW","Won","0","Units",,,17410005,,
"KOR","Korea","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","KRW","Won","0","Units",,,17703999,,
"KOR","Korea","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","KRW","Won","0","Units",,,18829002,,
"KOR","Korea","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","KRW","Won","0","Units",,,19988000,,
"LUX","Luxembourg","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,39492,,
"LUX","Luxembourg","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,41550,,
"LUX","Luxembourg","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,45592,,
"LUX","Luxembourg","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","EUR","Euro","0","Units",,,41885,,
"LUX","Luxembourg","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2019","2019","EUR","Euro","0","Units",,,42486,,
"LUX","Luxembourg","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1986","1986","EUR","Euro","0","Units",,,13952,,
"LUX","Luxembourg","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1996","1996","EUR","Euro","0","Units",,,22253,,
"LUX","Luxembourg","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2001","2001","EUR","Euro","0","Units",,,27541,,
"LUX","Luxembourg","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","EUR","Euro","0","Units",,,31460,,
"LUX","Luxembourg","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","EUR","Euro","0","Units",,,32351,,
"LUX","Luxembourg","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","EUR","Euro","0","Units",,,33038,,
"LUX","Luxembourg","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","EUR","Euro","0","Units",,,33946,,
"LUX","Luxembourg","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","EUR","Euro","0","Units",,,35041,,
